Date,Number of Transactions,Value of Transactions,English_Sector,Arabic_Sector
2017-09-30 00:00:00,694420.494429993,401.251,Jewelry,المجوهرات 
2017-10-31 00:00:00,902942.367729987,446.041,Jewelry,المجوهرات 
2017-11-30 00:00:00,903646.670959988,460.516,Jewelry,المجوهرات 
2017-12-31 00:00:00,1236178.11863998,578.429,Jewelry,المجوهرات 
2018-01-31 00:00:00,786434.231779993,499.044,Jewelry,المجوهرات 
2018-02-28 00:00:00,782345.7518299901,452.853,Jewelry,المجوهرات 
2018-03-31 00:00:00,977079.0809499851,639.948,Jewelry,المجوهرات 
2018-04-30 00:00:00,999050.051089988,616.939,Jewelry,المجوهرات 
2018-05-31 00:00:00,866117.81584999,761.454,Jewelry,المجوهرات 
2018-06-30 00:00:00,604075.571389997,1028.394,Jewelry,المجوهرات 
2018-07-31 00:00:00,914678.936679989,592.641,Jewelry,المجوهرات 
2018-08-31 00:00:00,791324.4640299899,671.579,Jewelry,المجوهرات 
2018-09-30 00:00:00,863542.60905999,478.675,Jewelry,المجوهرات 
2018-10-31 00:00:00,950249.461159989,508.328,Jewelry,المجوهرات 
2018-11-30 00:00:00,913216.216979987,537.509,Jewelry,المجوهرات 
2018-12-31 00:00:00,1069499.98869998,720.178,Jewelry,المجوهرات 
2019-01-31 00:00:00,1016552.24944999,624.753,Jewelry,المجوهرات 
2019-02-28 00:00:00,971787.719509986,574.471,Jewelry,المجوهرات 
2019-03-31 00:00:00,1166672.00337999,798.28,Jewelry,المجوهرات 
2019-04-30 00:00:00,1202743.62949999,800.835,Jewelry,المجوهرات 
2019-05-31 00:00:00,914062.8424,1236.534,Jewelry,المجوهرات 
2019-06-30 00:00:00,872064.183999988,910.031,Jewelry,المجوهرات 
2019-07-31 00:00:00,1157338.26128998,726.464,Jewelry,المجوهرات 
2019-08-31 00:00:00,905328.970419986,767.98,Jewelry,المجوهرات 
2019-09-30 00:00:00,1097270.1751399802,576.731,Jewelry,المجوهرات 
2019-10-31 00:00:00,1209676.60039998,624.591,Jewelry,المجوهرات 
2019-11-30 00:00:00,1224933.21364998,647.34,Jewelry,المجوهرات 
2019-12-31 00:00:00,1410387.21224999,774.969,Jewelry,المجوهرات 
2020-01-31 00:00:00,1330863.5315899798,763.203,Jewelry,المجوهرات 
2020-02-29 00:00:00,1373983.9712999798,685.302,Jewelry,المجوهرات 
2020-03-31 00:00:00,1529520.23300999,423.218,Jewelry,المجوهرات 
2020-04-30 00:00:00,739832.263769993,152.204,Jewelry,المجوهرات 
2020-05-31 00:00:00,930209.169589987,707.83,Jewelry,المجوهرات 
2020-06-30 00:00:00,3029934.5103800003,1051.612,Jewelry,المجوهرات 
2020-07-31 00:00:00,1304793.25024998,852.256,Jewelry,المجوهرات 
2020-08-31 00:00:00,1352273.263,614.95,Jewelry,المجوهرات 
2020-09-30 00:00:00,1495657.882,711.589,Jewelry,المجوهرات 
2020-10-31 00:00:00,1571106.116,732.776,Jewelry,المجوهرات 
2020-11-30 00:00:00,1642005.8554199701,740.062,Jewelry,المجوهرات 
2020-12-31 00:00:00,1815442.606,880.54,Jewelry,المجوهرات 
2021-01-31 00:00:00,1687722.44299997,842.849,Jewelry,المجوهرات 
2021-02-28 00:00:00,1606927.1741299601,712.407,Jewelry,المجوهرات 
2021-03-31 00:00:00,1964356.55818995,1003.382,Jewelry,المجوهرات 
2021-04-30 00:00:00,1483101.344,995.636,Jewelry,المجوهرات 
2021-05-31 00:00:00,1338381.88612997,1422.425,Jewelry,المجوهرات 
2021-06-30 00:00:00,1623235.13297997,896.109,Jewelry,المجوهرات 
2021-07-31 00:00:00,1325546.47601997,964.218,Jewelry,المجوهرات 
2021-08-31 00:00:00,1488725.63720996,837.97,Jewelry,المجوهرات 
2021-09-30 00:00:00,1520935.1,843.891,Jewelry,المجوهرات 
2016-01-31 00:00:00,990634.552179987,,Telecommunication,الاتصالات
2016-02-29 00:00:00,850520.31397999,,Telecommunication,الاتصالات
2016-03-31 00:00:00,1040552.20168998,,Telecommunication,الاتصالات
2016-04-30 00:00:00,968106.00898999,,Telecommunication,الاتصالات
2016-05-31 00:00:00,1117546.35947999,,Telecommunication,الاتصالات
2016-06-30 00:00:00,1301553.57383998,,Telecommunication,الاتصالات
2016-07-31 00:00:00,1109025.3976799902,,Telecommunication,الاتصالات
2016-08-31 00:00:00,858030.342529987,,Telecommunication,الاتصالات
2016-09-30 00:00:00,759850.650539992,,Telecommunication,الاتصالات
2016-10-31 00:00:00,723979.323809991,,Telecommunication,الاتصالات
2016-11-30 00:00:00,779637.438089988,,Telecommunication,الاتصالات
2016-12-31 00:00:00,984791.169999984,,Telecommunication,الاتصالات
2017-01-31 00:00:00,1001591.55869998,,Telecommunication,الاتصالات
2017-02-28 00:00:00,801153.8761199879,,Telecommunication,الاتصالات
2017-03-31 00:00:00,1065410.19932999,,Telecommunication,الاتصالات
2017-04-30 00:00:00,926038.374089986,,Telecommunication,الاتصالات
2017-05-31 00:00:00,1056174.71018998,,Telecommunication,الاتصالات
2017-06-30 00:00:00,1618662.7552999798,,Telecommunication,الاتصالات
2017-07-31 00:00:00,895011.933559989,,Telecommunication,الاتصالات
2017-08-31 00:00:00,931876.322179984,,Telecommunication,الاتصالات
2017-09-30 00:00:00,657139.047769992,,Telecommunication,الاتصالات
2017-10-31 00:00:00,775608.5679799891,,Telecommunication,الاتصالات
2017-11-30 00:00:00,777533.7751899901,,Telecommunication,الاتصالات
2017-12-31 00:00:00,1210318.35394998,,Telecommunication,الاتصالات
2018-01-31 00:00:00,737895.914969991,,Telecommunication,الاتصالات
2018-02-28 00:00:00,728601.46651999,,Telecommunication,الاتصالات
2018-03-31 00:00:00,1049684.58884998,,Telecommunication,الاتصالات
2018-04-30 00:00:00,964864.421239986,,Telecommunication,الاتصالات
2018-05-31 00:00:00,1186432.62513998,,Telecommunication,الاتصالات
2018-06-30 00:00:00,1548046.9301799801,,Telecommunication,الاتصالات
2018-07-31 00:00:00,942968.045129985,,Telecommunication,الاتصالات
2018-08-31 00:00:00,1023998.8174499901,,Telecommunication,الاتصالات
2018-09-30 00:00:00,715843.89758999,,Telecommunication,الاتصالات
2018-10-31 00:00:00,758489.3543999881,,Telecommunication,الاتصالات
2018-11-30 00:00:00,783562.58716999,,Telecommunication,الاتصالات
2018-12-31 00:00:00,1050808.25909999,,Telecommunication,الاتصالات
2019-01-31 00:00:00,885794.064259982,,Telecommunication,الاتصالات
2019-02-28 00:00:00,853893.244159985,,Telecommunication,الاتصالات
2019-03-31 00:00:00,1189577.64257998,,Telecommunication,الاتصالات
2019-04-30 00:00:00,1130409.95388998,,Telecommunication,الاتصالات
2019-05-31 00:00:00,1733235.107,,Telecommunication,الاتصالات
2019-06-30 00:00:00,1181050.49189998,,Telecommunication,الاتصالات
2019-07-31 00:00:00,882539.483809986,,Telecommunication,الاتصالات
2019-08-31 00:00:00,864090.6203399859,,Telecommunication,الاتصالات
2019-09-30 00:00:00,716881.0257499911,,Telecommunication,الاتصالات
2019-10-31 00:00:00,803757.819539989,,Telecommunication,الاتصالات
2019-11-30 00:00:00,852607.61599999,,Telecommunication,الاتصالات
2019-12-31 00:00:00,1026820.44441999,,Telecommunication,الاتصالات
2020-01-31 00:00:00,961003.676079989,,Telecommunication,الاتصالات
2020-02-29 00:00:00,900917.972509989,,Telecommunication,الاتصالات
2020-03-31 00:00:00,508739.49168999796,,Telecommunication,الاتصالات
2020-04-30 00:00:00,100490.23101999999,,Telecommunication,الاتصالات
2020-05-31 00:00:00,965424.5093599879,,Telecommunication,الاتصالات
2020-06-30 00:00:00,2126401.03951,,Telecommunication,الاتصالات
2020-07-31 00:00:00,917725.460449984,,Telecommunication,الاتصالات
2020-08-31 00:00:00,692711.4273,,Telecommunication,الاتصالات
2020-09-30 00:00:00,796903.732,,Telecommunication,الاتصالات
2020-10-31 00:00:00,870998.542,,Telecommunication,الاتصالات
2020-11-30 00:00:00,915165.0440399869,,Telecommunication,الاتصالات
2020-12-31 00:00:00,1086820.486,,Telecommunication,الاتصالات
2021-01-31 00:00:00,1075270.78513998,,Telecommunication,الاتصالات
2021-02-28 00:00:00,1007453.60525999,,Telecommunication,الاتصالات
2021-03-31 00:00:00,1362108.8230899798,,Telecommunication,الاتصالات
2021-04-30 00:00:00,1255788.706,,Telecommunication,الاتصالات
2021-05-31 00:00:00,1649589.18153998,,Telecommunication,الاتصالات
2021-06-30 00:00:00,1057748.09234999,,Telecommunication,الاتصالات
2021-07-31 00:00:00,1028379.81356999,,Telecommunication,الاتصالات
2021-08-31 00:00:00,896099.531739988,,Telecommunication,الاتصالات
2021-09-30 00:00:00,848013.287,,Telecommunication,الاتصالات
2016-01-31 00:00:00,212.132,142180.90085,Education,التعليم
2016-02-29 00:00:00,188.838,116437.98379000001,Education,التعليم
2016-03-31 00:00:00,216.681,133246.8665,Education,التعليم
2016-04-30 00:00:00,218.137,126762.67369,Education,التعليم
2016-05-31 00:00:00,263.325,159363.98163999998,Education,التعليم
2016-06-30 00:00:00,234.719,148368.38531,Education,التعليم
2016-07-31 00:00:00,203.568,111266.27515999999,Education,التعليم
2016-08-31 00:00:00,234.623,130845.24990000001,Education,التعليم
2016-09-30 00:00:00,228.72,125633.24794,Education,التعليم
2016-10-31 00:00:00,272.997,162913.30531999998,Education,التعليم
2016-11-30 00:00:00,310.507,170746.88454,Education,التعليم
2016-12-31 00:00:00,339.388,191237.30966,Education,التعليم
2017-01-31 00:00:00,340.382,197940.63284,Education,التعليم
2017-02-28 00:00:00,290.898,163205.68769,Education,التعليم
2017-03-31 00:00:00,339.735,169643.17778,Education,التعليم
2017-04-30 00:00:00,340.574,169107.70386,Education,التعليم
2017-05-31 00:00:00,360.087,190324.95178,Education,التعليم
2017-06-30 00:00:00,306.775,183437.22205,Education,التعليم
2017-07-31 00:00:00,351.471,174427.37582,Education,التعليم
2017-08-31 00:00:00,354.084,169261.77028,Education,التعليم
2017-09-30 00:00:00,286.14,121648.0349,Education,التعليم
2017-10-31 00:00:00,362.169,159811.1486,Education,التعليم
2017-11-30 00:00:00,366.553,186678.9378,Education,التعليم
2017-12-31 00:00:00,399.058,203438.33967,Education,التعليم
2018-01-31 00:00:00,371.865,168704.1671,Education,التعليم
2018-02-28 00:00:00,329.978,139424.8786,Education,التعليم
2018-03-31 00:00:00,410.958,172581.74180000002,Education,التعليم
2018-04-30 00:00:00,393.906,161698.2943,Education,التعليم
2018-05-31 00:00:00,411.973,184062.1049,Education,التعليم
2018-06-30 00:00:00,388.964,164460.30964,Education,التعليم
2018-07-31 00:00:00,457.96,166760.58976,Education,التعليم
2018-08-31 00:00:00,401.057,147174.64265999998,Education,التعليم
2018-09-30 00:00:00,431.089,142405.77799,Education,التعليم
2018-10-31 00:00:00,467.48,164682.60648,Education,التعليم
2018-11-30 00:00:00,462.784,161923.98421,Education,التعليم
2018-12-31 00:00:00,500.652,172324.23088,Education,التعليم
2019-01-31 00:00:00,480.769,157581.52719,Education,التعليم
2019-02-28 00:00:00,429.429,129559.50422,Education,التعليم
2019-03-31 00:00:00,516.013,159813.41383,Education,التعليم
2019-04-30 00:00:00,464.39,154405.30497,Education,التعليم
2019-05-31 00:00:00,556.651,192872.9794,Education,التعليم
2019-06-30 00:00:00,452.041,139261.66786000002,Education,التعليم
2019-07-31 00:00:00,551.051,154727.29443,Education,التعليم
2019-08-31 00:00:00,516.372,138939.71853,Education,التعليم
2019-09-30 00:00:00,548.31,146983.748690001,Education,التعليم
2019-10-31 00:00:00,624.567,195767.87939,Education,التعليم
2019-11-30 00:00:00,539.437,155886.829830001,Education,التعليم
2019-12-31 00:00:00,589.2,171597.31806,Education,التعليم
2020-01-31 00:00:00,575.153,159906.67857,Education,التعليم
2020-02-29 00:00:00,546.038,138739.19018,Education,التعليم
2020-03-31 00:00:00,543.372,153644.990660001,Education,التعليم
2020-04-30 00:00:00,386.172,127181.60673999999,Education,التعليم
2020-05-31 00:00:00,696.724,251311.10463999902,Education,التعليم
2020-06-30 00:00:00,987.408,349905.72794,Education,التعليم
2020-07-31 00:00:00,1011.296,239712.138339998,Education,التعليم
2020-08-31 00:00:00,971.367,236409.2945,Education,التعليم
2020-09-30 00:00:00,1175.774,286317.333,Education,التعليم
2020-10-31 00:00:00,1079.274,259868.073,Education,التعليم
2020-11-30 00:00:00,1152.938,303830.44136999897,Education,التعليم
2020-12-31 00:00:00,1331.267,344736.24,Education,التعليم
2021-01-31 00:00:00,1333.799,328154.75831,Education,التعليم
2021-02-28 00:00:00,1211.233,281367.96483,Education,التعليم
2021-03-31 00:00:00,1568.491,430542.415930001,Education,التعليم
2021-04-30 00:00:00,1595.875,479791.347,Education,التعليم
2021-05-31 00:00:00,1588.825,469860.27031999,Education,التعليم
2021-06-30 00:00:00,1522.689,423334.31480999896,Education,التعليم
2021-07-31 00:00:00,1578.533,422935.63316,Education,التعليم
2021-08-31 00:00:00,1815.479,451407.68504,Education,التعليم
2021-09-30 00:00:00,1788.749,418227.517,Education,التعليم
2016-01-31 00:00:00,106.805,570268.352919999,Public Utilities,المنافع العامة
2016-02-29 00:00:00,97.106,366526.11694999895,Public Utilities,المنافع العامة
2016-03-31 00:00:00,93.148,338307.434049999,Public Utilities,المنافع العامة
2016-04-30 00:00:00,97.959,389585.307999999,Public Utilities,المنافع العامة
2016-05-31 00:00:00,114.547,532452.128409999,Public Utilities,المنافع العامة
2016-06-30 00:00:00,57.757,188969.20461000002,Public Utilities,المنافع العامة
2016-07-31 00:00:00,36.016,75837.62216,Public Utilities,المنافع العامة
2016-08-31 00:00:00,64.496,288487.80773,Public Utilities,المنافع العامة
2016-09-30 00:00:00,187.175,1143966.94267,Public Utilities,المنافع العامة
2016-10-31 00:00:00,109.576,397629.72550999897,Public Utilities,المنافع العامة
2016-11-30 00:00:00,81.366,262775.39011000004,Public Utilities,المنافع العامة
2016-12-31 00:00:00,96.725,318430.188439999,Public Utilities,المنافع العامة
2017-01-31 00:00:00,98.159,415813.49982999905,Public Utilities,المنافع العامة
2017-02-28 00:00:00,150.175,699394.256889998,Public Utilities,المنافع العامة
2017-03-31 00:00:00,127.091,447250.415609999,Public Utilities,المنافع العامة
2017-04-30 00:00:00,122.554,438878.022479999,Public Utilities,المنافع العامة
2017-05-31 00:00:00,144.929,622156.262659998,Public Utilities,المنافع العامة
2017-06-30 00:00:00,41.501,119852.57414,Public Utilities,المنافع العامة
2017-07-31 00:00:00,57.659,129142.04282999999,Public Utilities,المنافع العامة
2017-08-31 00:00:00,67.096,256047.936,Public Utilities,المنافع العامة
2017-09-30 00:00:00,258.124,1407826.577,Public Utilities,المنافع العامة
2017-10-31 00:00:00,141.897,511371.75,Public Utilities,المنافع العامة
2017-11-30 00:00:00,120.027,411624.6855,Public Utilities,المنافع العامة
2017-12-31 00:00:00,160.619,818294.8829099961,Public Utilities,المنافع العامة
2018-01-31 00:00:00,142.791,531382.211,Public Utilities,المنافع العامة
2018-02-28 00:00:00,117.446,348034.294,Public Utilities,المنافع العامة
2018-03-31 00:00:00,140.085,436688.2925,Public Utilities,المنافع العامة
2018-04-30 00:00:00,146.192,480891.11569999997,Public Utilities,المنافع العامة
2018-05-31 00:00:00,135.269,478057.0007,Public Utilities,المنافع العامة
2018-06-30 00:00:00,63.101,114721.59748000001,Public Utilities,المنافع العامة
2018-07-31 00:00:00,87.838,180424.93836,Public Utilities,المنافع العامة
2018-08-31 00:00:00,166.137,793538.904029997,Public Utilities,المنافع العامة
2018-09-30 00:00:00,311.331,1384111.82417999,Public Utilities,المنافع العامة
2018-10-31 00:00:00,165.839,441496.364189999,Public Utilities,المنافع العامة
2018-11-30 00:00:00,153.701,390690.16683999903,Public Utilities,المنافع العامة
2018-12-31 00:00:00,163.984,519816.385489998,Public Utilities,المنافع العامة
2019-01-31 00:00:00,260.883,1040591.10809,Public Utilities,المنافع العامة
2019-02-28 00:00:00,170.575,486098.323939998,Public Utilities,المنافع العامة
2019-03-31 00:00:00,208.404,593100.085009998,Public Utilities,المنافع العامة
2019-04-30 00:00:00,210.882,693245.273059997,Public Utilities,المنافع العامة
2019-05-31 00:00:00,126.153,338580.8786,Public Utilities,المنافع العامة
2019-06-30 00:00:00,110.241,158873.2729,Public Utilities,المنافع العامة
2019-07-31 00:00:00,138.335,250216.96181,Public Utilities,المنافع العامة
2019-08-31 00:00:00,291.7,1248276.3060599999,Public Utilities,المنافع العامة
2019-09-30 00:00:00,402.757,1451716.48190999,Public Utilities,المنافع العامة
2019-10-31 00:00:00,255.97,491252.675739997,Public Utilities,المنافع العامة
2019-11-30 00:00:00,234.011,418330.476259999,Public Utilities,المنافع العامة
2019-12-31 00:00:00,259.84,591583.2646099989,Public Utilities,المنافع العامة
2020-01-31 00:00:00,313.077,1038907.53215,Public Utilities,المنافع العامة
2020-02-29 00:00:00,267.613,561335.4931899969,Public Utilities,المنافع العامة
2020-03-31 00:00:00,142.578,302522.165659999,Public Utilities,المنافع العامة
2020-04-30 00:00:00,35.74,71887.94017,Public Utilities,المنافع العامة
2020-05-31 00:00:00,56.665,159295.85043000002,Public Utilities,المنافع العامة
2020-06-30 00:00:00,126.504,355009.14684,Public Utilities,المنافع العامة
2020-07-31 00:00:00,128.824,217904.98504,Public Utilities,المنافع العامة
2020-08-31 00:00:00,323.794,1312220.485,Public Utilities,المنافع العامة
2020-09-30 00:00:00,264.327,697612.46,Public Utilities,المنافع العامة
2020-10-31 00:00:00,190.583,288034.655,Public Utilities,المنافع العامة
2020-11-30 00:00:00,191.754,272593.93114999996,Public Utilities,المنافع العامة
2020-12-31 00:00:00,222.382,408173.564,Public Utilities,المنافع العامة
2021-01-31 00:00:00,293.559,916459.3574199949,Public Utilities,المنافع العامة
2021-02-28 00:00:00,202.434,417978.47203999903,Public Utilities,المنافع العامة
2021-03-31 00:00:00,235.638,410436.46174999897,Public Utilities,المنافع العامة
2021-04-30 00:00:00,200.039,381375.086,Public Utilities,المنافع العامة
2021-05-31 00:00:00,171.512,272336.05563,Public Utilities,المنافع العامة
2021-06-30 00:00:00,217.334,239725.72136000003,Public Utilities,المنافع العامة
2021-07-31 00:00:00,172.442,174681.09168,Public Utilities,المنافع العامة
2021-08-31 00:00:00,458.142,1589381.99013999,Public Utilities,المنافع العامة
2021-09-30 00:00:00,500.056,728702.53,Public Utilities,المنافع العامة
2016-01-31 00:00:00,200.472,133130.11565,Others,أخرى
2016-02-29 00:00:00,195.875,135637.97961,Others,أخرى
2016-03-31 00:00:00,222.252,149672.74969,Others,أخرى
2016-04-30 00:00:00,203.36,131708.80295,Others,أخرى
2016-05-31 00:00:00,249.859,164624.534,Others,أخرى
2016-06-30 00:00:00,236.078,148408.65287,Others,أخرى
2016-07-31 00:00:00,216.565,124527.11708,Others,أخرى
2016-08-31 00:00:00,249.355,162533.90224,Others,أخرى
2016-09-30 00:00:00,223.205,121228.45878,Others,أخرى
2016-10-31 00:00:00,290.737,171268.59197,Others,أخرى
2016-11-30 00:00:00,287.844,162539.5706,Others,أخرى
2016-12-31 00:00:00,301.281,156327.72715,Others,أخرى
2017-01-31 00:00:00,299.746,143962.59047,Others,أخرى
2017-02-28 00:00:00,279.644,126816.13418000001,Others,أخرى
2017-03-31 00:00:00,347.563,149188.20882,Others,أخرى
2017-04-30 00:00:00,346.609,152388.97988,Others,أخرى
2017-05-31 00:00:00,384.963,256423.80718,Others,أخرى
2017-06-30 00:00:00,213.654,179123.12741999998,Others,أخرى
2017-07-31 00:00:00,279.516,230824.00009000002,Others,أخرى
2017-08-31 00:00:00,315.924,255379.88291999997,Others,أخرى
2017-09-30 00:00:00,263.827,206282.4498,Others,أخرى
2017-10-31 00:00:00,351.317,277621.7601,Others,أخرى
2017-11-30 00:00:00,352.999,261556.7437,Others,أخرى
2017-12-31 00:00:00,384.995,300164.13018,Others,أخرى
2018-01-31 00:00:00,441.777,253704.74,Others,أخرى
2018-02-28 00:00:00,450.652,234069.7191,Others,أخرى
2018-03-31 00:00:00,522.125,272475.44789999997,Others,أخرى
2018-04-30 00:00:00,518.929,244779.84780000002,Others,أخرى
2018-05-31 00:00:00,539.364,231746.5748,Others,أخرى
2018-06-30 00:00:00,451.125,166583.14113,Others,أخرى
2018-07-31 00:00:00,571.314,206824.67172,Others,أخرى
2018-08-31 00:00:00,563.296,174771.37367,Others,أخرى
2018-09-30 00:00:00,636.304,198704.78741,Others,أخرى
2018-10-31 00:00:00,717.948,229654.33669,Others,أخرى
2018-11-30 00:00:00,750.988,222222.11044999998,Others,أخرى
2018-12-31 00:00:00,798.123,242290.73662,Others,أخرى
2019-01-31 00:00:00,846.109,247940.16429,Others,أخرى
2019-02-28 00:00:00,861.438,217098.33177000002,Others,أخرى
2019-03-31 00:00:00,1071.022,254102.07516,Others,أخرى
2019-04-30 00:00:00,1139.29,276485.29377999995,Others,أخرى
2019-05-31 00:00:00,1219.179,281471.5487,Others,أخرى
2019-06-30 00:00:00,1130.382,223566.038109999,Others,أخرى
2019-07-31 00:00:00,2071.721,314884.808319997,Others,أخرى
2019-08-31 00:00:00,1798.428,266155.97253,Others,أخرى
2019-09-30 00:00:00,2077.06,302783.536769999,Others,أخرى
2019-10-31 00:00:00,2261.268,335497.149989999,Others,أخرى
2019-11-30 00:00:00,2135.968,309679.510859999,Others,أخرى
2019-12-31 00:00:00,2137.213,316192.791979999,Others,أخرى
2020-01-31 00:00:00,2070.889,295711.301669999,Others,أخرى
2020-02-29 00:00:00,2074.106,282305.301609999,Others,أخرى
2020-03-31 00:00:00,1655.622,248637.89218,Others,أخرى
2020-04-30 00:00:00,969.376,153411.73505000002,Others,أخرى
2020-05-31 00:00:00,1243.356,217155.162459999,Others,أخرى
2020-06-30 00:00:00,1924.59,393433.81521,Others,أخرى
2020-07-31 00:00:00,2411.298,293915.746429999,Others,أخرى
2020-08-31 00:00:00,2539.979,296228.5989,Others,أخرى
2020-09-30 00:00:00,2748.459,336781.514,Others,أخرى
2020-10-31 00:00:00,2543.8,303819.76,Others,أخرى
2020-11-30 00:00:00,2356.332,287684.61040999903,Others,أخرى
2020-12-31 00:00:00,2526.808,301411.973,Others,أخرى
2021-01-31 00:00:00,2675.88,301858.089269999,Others,أخرى
2021-02-28 00:00:00,2632.933,285368.5222,Others,أخرى
2021-03-31 00:00:00,3175.12,367813.158999999,Others,أخرى
2021-04-30 00:00:00,3188.593,335189.407,Others,أخرى
2021-05-31 00:00:00,3286.966,327435.69330999797,Others,أخرى
2021-06-30 00:00:00,3657.443,364087.47805999796,Others,أخرى
2021-07-31 00:00:00,3766.241,348391.605869999,Others,أخرى
2021-08-31 00:00:00,4019.038,382328.453029997,Others,أخرى
2021-09-30 00:00:00,3982.287,370192.97,Others,أخرى
